,Date,Actual,Predicted,Lower,Upper
81,2009.12.03,10366.150391,10428.20164295334,10025.131157540909,10883.726866358224
82,2009.12.04,10388.900391,10464.934882428068,10027.001513394134,10902.88189432548
83,2009.12.07,10390.110352,10477.09600482263,10020.005704480385,10937.761032786353
84,2009.12.08,10285.969727,10512.27734335735,10100.634311407828,10934.329398194728
85,2009.12.09,10337.049805,10480.804701909885,10048.085943726275,10905.261856788256
86,2009.12.10,10405.830078,10497.678409437729,10055.802242800451,10914.849205322687
87,2009.12.11,10471.5,10531.59160431665,10071.750531947471,10939.773315288001
88,2009.12.14,10501.049805,10539.337504321273,10109.383704430918,10954.36734580707
89,2009.12.15,10452.0,10572.1273308951,10134.738066736594,11022.2065748703
90,2009.12.16,10441.120117,10556.51019985981,10147.415808645079,10969.554186693236
91,2009.12.17,10308.259766,10564.838402314548,10143.14266657821,10993.608366011806
92,2009.12.18,10328.889648,10597.03335421731,10155.932204639586,11014.451572096968
93,2009.12.21,10414.139648,10604.251646291923,10167.52437077464,11075.918771841192
94,2009.12.22,10464.929688,10629.88308901442,10188.630741582389,11031.834495094134
95,2009.12.23,10466.44043,10605.949508468191,10172.734428710197,11005.273139382098
96,2009.12.24,10520.089844,10604.34309205824,10192.002154757487,11061.93336621624
97,2009.12.28,10547.080078,10656.838258582951,10247.823768041666,11079.778681877446
98,2009.12.29,10545.410156,10684.687796022039,10223.32856033552,11122.536944940692
99,2009.12.30,10548.509766,10662.658334258862,10248.261323194962,11090.8972233996
100,2009.12.31,10428.049805,10657.64299709942,10220.029435408205,11065.708625035692
101,2010.01.04,10583.959961,10709.682053925795,10257.730182139483,11138.106487484929
102,2010.01.05,10572.019531,10732.49711857495,10315.652282580277,11139.407450647219
103,2010.01.06,10573.679688,10706.606701690424,10280.11622469837,11121.216930157976
104,2010.01.07,10606.860352,10709.762480124306,10300.221656783597,11123.981045820532
105,2010.01.08,10618.19043,10740.852121668606,10320.61975195572,11141.647727910671
106,2010.01.11,10663.990234,10738.689356046485,10292.515866018775,11163.213192345647
107,2010.01.12,10627.259766,10766.970474807722,10336.968082846164,11174.038764540632
108,2010.01.13,10680.769531,10737.077534258064,10331.546201069825,11140.80184301294
109,2010.01.14,10710.549805,10756.6265636653,10369.529567581914,11169.138461051643
110,2010.01.15,10609.650391,10788.176192694114,10370.401446680273,11205.888907488315
111,2010.01.19,10725.429688,10824.971901275489,10420.720148899623,11281.413056884161
112,2010.01.20,10603.150391,10802.053694161263,10373.72496222669,11205.966662259121
113,2010.01.21,10389.879883,10799.028489885555,10386.850735770053,11204.368918343132
114,2010.01.22,10172.980469,10826.921683484023,10380.560166882071,11228.293971832425
115,2010.01.25,10196.860352,10804.556943436832,10423.104227512113,11264.120397473589
116,2010.01.26,10194.290039,10803.218710715395,10402.579887096106,11246.892983678
117,2010.01.27,10236.160156,10749.70926507552,10318.785088516648,11184.075435267087
118,2010.01.28,10120.459961,10733.765712663744,10339.83648248714,11174.879266248592
119,2010.01.29,10067.330078,10748.650724318832,10341.584407787555,11197.542563846453
120,2010.02.01,10185.530273,10720.691247763709,10278.941217031392,11150.813059901233
121,2010.02.02,10296.849609,10721.988667565593,10300.981603249638,11164.065737226285
122,2010.02.03,10270.549805,10681.799429662033,10237.987514515997,11095.303144834925
123,2010.02.04,10002.179688,10655.61352090199,10206.224284490589,11055.466452961546
124,2010.02.05,10012.230469,10642.968068577171,10226.077564366067,11078.96284512828
125,2010.02.08,9908.389648,10633.002141796362,10188.192018216356,11043.843107091774
126,2010.02.09,10058.639648,10614.125333722819,10209.616787626692,11033.0919781147
127,2010.02.10,10038.379883,10580.793873552,10192.252018892164,11023.27982527326
128,2010.02.11,10144.19043,10551.025066818756,10111.648082775937,10987.292292466296
129,2010.02.12,10099.139648,10542.043680329705,10121.014035368671,10972.049074786892
130,2010.02.16,10268.80957,10571.528742742605,10140.477137299946,10995.218384453496
131,2010.02.17,10309.240234,10525.244165196542,10103.565301822726,10932.015250307393
132,2010.02.18,10392.900391,10519.849580612248,10074.680639265216,10959.58294431273
133,2010.02.19,10402.349609,10516.73451124866,10073.5575531964,10930.310225681116
134,2010.02.22,10383.379883,10521.263205853107,10079.792025423469,10937.19008179954
135,2010.02.23,10282.410156,10535.104841609482,10134.826865885238,10991.783462620808
136,2010.02.24,10374.160156,10503.08516013974,10046.42119505745,10930.265910208127
137,2010.02.25,10321.030273,10483.19098909518,10030.358620269368,10929.261070301585
138,2010.02.26,10325.259766,10494.716979755942,10052.530993506094,10922.719214493598
139,2010.03.01,10403.790039,10485.685693539242,10010.023240810235,10901.464903840462
140,2010.03.02,10405.980469,10498.238648859233,10066.47837580581,10942.813550289842
141,2010.03.03,10396.759766,10483.591642440895,10069.237109665157,10900.748446443182
142,2010.03.04,10444.139648,10461.356693946176,10027.728171731109,10856.518214640899
143,2010.03.05,10566.200195,10458.777584395859,9999.922862558728,10852.498591749947
144,2010.03.08,10552.519531,10470.824338758272,10024.21042217302,10885.815345407696
145,2010.03.09,10564.379883,10486.795838189391,10082.373465894709,10930.737108304742
146,2010.03.10,10567.330078,10455.708185285272,10022.510350393788,10872.548506220317
147,2010.03.11,10611.839844,10456.235792380045,10063.414349831644,10871.951295028872
148,2010.03.12,10624.69043,10459.89170526753,10015.123247607056,10901.598476650795
149,2010.03.15,10642.150391,10500.967078965296,10075.622697674342,10896.807583760412
150,2010.03.16,10685.980469,10508.374235404064,10078.095579491097,10915.575595196933
151,2010.03.17,10733.669922,10495.743164699436,10097.177367622118,10899.24415551994
152,2010.03.18,10779.169922,10474.59345724428,10043.552765611716,10879.79898399119
153,2010.03.19,10741.980469,10499.53236856405,10092.18984611761,10932.865124495069
154,2010.03.22,10785.889648,10520.873194270544,10092.081083452249,10927.913217505662
155,2010.03.23,10888.830078,10536.961980804992,10108.743813212986,10959.03642631114
156,2010.03.24,10836.150391,10537.927837330959,10119.502525389185,10935.569279186335
157,2010.03.25,10841.209961,10542.99161390158,10135.841724889324,10951.035777657991
158,2010.03.26,10850.360352,10573.668850985934,10150.786517712992,10984.08052080924
159,2010.03.29,10895.860352,10585.427739869145,10156.698572478603,10982.01910531512
160,2010.03.30,10907.419922,10619.503941016263,10219.541676555677,11011.046243067614
161,2010.03.31,10856.629883,10605.963051378943,10208.068423630766,11007.1393149693
162,2010.04.01,10927.070312,10608.162551415346,10199.714588398998,11016.18096497532
163,2010.04.05,10973.549805,10644.783541266695,10239.835204829516,11061.13835148963
164,2010.04.06,10969.990234,10679.656650510837,10278.487969468804,11124.758151745591
165,2010.04.07,10897.519531,10670.831302577524,10284.446921038747,11093.470211941465
166,2010.04.08,10927.070312,10685.994535305228,10284.72203942976,11114.042836062188
167,2010.04.09,10997.349609,10708.001891992397,10276.36706295614,11115.372921643615
168,2010.04.12,11005.969727,10737.64638518106,10305.5913277662,11139.5334048026
169,2010.04.13,11019.419922,10761.970416672772,10314.906072840502,11176.986527844963
170,2010.04.14,11123.110352,10760.705994886,10343.383113563348,11197.770649153508
171,2010.04.15,11144.570312,10764.77673392465,10380.028398493594,11187.843746798415
172,2010.04.16,11018.660156,10796.574229290016,10360.78038104292,11224.636302240591
173,2010.04.19,11092.049805,10805.187476304254,10395.11709697112,11242.687304979629
174,2010.04.20,11117.05957,10841.820627824418,10423.091550250667,11275.406530670607
175,2010.04.21,11124.919922,10833.305200018278,10402.136443175244,11231.480513992654
176,2010.04.22,11134.290039,10834.941645823548,10404.2852237469,11251.797169930742
177,2010.04.23,11204.280273,10868.257943107059,10455.03979737339,11288.955045553867
178,2010.04.26,11205.030273,10902.946370675832,10481.103009500755,11310.795501607328
179,2010.04.27,10991.990234,10925.856158011024,10492.823581283039,11365.2913875343
180,2010.04.28,11045.269531,10914.255968593643,10485.528570953184,11337.783336955898
181,2010.04.29,11167.320312,10923.354606711971,10501.055803265464,11330.789399233536
182,2010.04.30,11008.610352,10948.931933938256,10566.333897501421,11351.772923008071
183,2010.05.03,11151.830078,10961.40061690117,10550.994929283695,11385.9186760184
184,2010.05.04,10926.769531,10987.95729958738,10542.77051754765,11421.951957160043
185,2010.05.05,10866.830078,10969.171814353442,10579.61767340537,11397.578457038748
186,2010.05.06,10520.320312,10965.480836974195,10560.466581309234,11381.615961024143
187,2010.05.07,10380.429688,10962.815801350378,10525.02192631667,11378.558775401067
188,2010.05.10,10785.139648,10963.430829275203,10524.40338207472,11371.610957147044
189,2010.05.11,10748.259766,10972.629533884634,10562.098324266904,11381.192635436015
190,2010.05.12,10896.910156,10951.74165794069,10551.395197147513,11369.768271719726
191,2010.05.13,10782.950195,10945.865435557074,10536.828001846234,11338.45516611365
192,2010.05.14,10620.160156,10958.10082292572,10562.360766635291,11393.780986742251
193,2010.05.17,10625.830078,10961.060618687714,10562.99913860474,11392.051756496025
194,2010.05.18,10510.950195,10971.495373651074,10540.950229632845,11381.416396631115
195,2010.05.19,10444.370117,10940.524416161865,10534.137919182474,11332.798146825897
196,2010.05.20,10068.009766,10914.583835926778,10502.867441882741,11306.042770529142
197,2010.05.21,10193.389648,10916.681264802208,10481.282710642086,11340.975432862124
198,2010.05.24,10066.570312,10902.210011132069,10449.588753482169,11292.321936968914
199,2010.05.25,10043.75,10901.43291997156,10457.845071240825,11315.099385731008
200,2010.05.26,9974.450195,10859.678161410098,10427.86676102003,11289.739958198403
201,2010.05.27,10258.990234,10828.87864572162,10402.617721519124,11255.80663091281
202,2010.05.28,10136.629883,10823.428524941783,10437.407139860248,11258.257034073571
203,2010.06.01,10024.019531,10824.535934130136,10413.334558520815,11249.105626785116
204,2010.06.02,10249.540039,10785.471673703769,10343.913288585767,11205.317335200307
205,2010.06.03,10255.280273,10765.563144732776,10304.468004815786,11178.567209735576
206,2010.06.04,9931.969727,10763.980571739768,10333.294104522522,11186.245366134368
207,2010.06.07,9816.490234,10762.471563420784,10326.1351704258,11181.051654997524
208,2010.06.08,9939.980469,10737.212056458004,10308.870696537835,11173.44620399256
209,2010.06.09,9899.25,10699.23892172348,10242.662050990366,11180.633514243711
210,2010.06.10,10172.530273,10672.087403192863,10191.170137984442,11140.817027409646
211,2010.06.11,10211.070312,10662.632287932673,10211.160995742111,11086.13578054715
212,2010.06.14,10190.889648,10658.798148841332,10211.752652601475,11103.884543377388
213,2010.06.15,10404.769531,10649.927493526884,10183.47708100567,11083.582573301506
214,2010.06.16,10409.459961,10631.543347954064,10155.731994754173,11049.827780760515
215,2010.06.17,10434.169922,10623.659063126252,10146.893144485392,11098.119467485647
216,2010.06.18,10450.639648,10615.346229702443,10203.202047718916,11077.906195707972
217,2010.06.21,10442.410156,10629.219615687372,10156.390309584409,11055.408976518638
218,2010.06.22,10293.519531,10624.540908153778,10185.259478538017,11032.996818272188
219,2010.06.23,10298.44043,10602.506843984793,10138.557584044918,11049.273411927006
220,2010.06.24,10152.799805,10578.384643439502,10164.166151811993,11045.03078286708
221,2010.06.25,10143.80957,10575.248223101513,10140.660305135385,11049.800186402668
222,2010.06.28,10138.519531,10576.208666637584,10111.375020933241,11005.524496831067
223,2010.06.29,9870.299805,10564.879516924422,10143.655362449445,11040.933242534951
224,2010.06.30,9774.019531,10522.459521834424,10047.479078730648,10966.064896805052
225,2010.07.01,9732.530273,10492.37839239367,10059.273484417716,10959.512386208688
226,2010.07.02,9686.480469,10474.255228866708,10040.582457494742,10932.76291996384
227,2010.07.06,9743.620117,10437.715555174043,9983.857464217544,10869.210665395522
228,2010.07.07,10018.280273,10389.755750001508,9924.58747329846,10833.135086022628
229,2010.07.08,10138.990234,10364.882281731225,9917.76962583922,10822.545489548162
230,2010.07.09,10198.030273,10364.282914914436,9924.89247581673,10810.444650443163
231,2010.07.12,10216.269531,10346.390137133578,9936.666027212741,10804.261708009528
232,2010.07.13,10363.019531,10334.619131569396,9904.542351204249,10782.100542410511
233,2010.07.14,10366.719727,10318.270804242426,9865.478003839455,10776.551932362652
234,2010.07.15,10359.30957,10305.805357686275,9898.085066328857,10773.030833136994
235,2010.07.16,10097.900391,10302.54199977137,9865.3689625449,10766.194451069254
236,2010.07.19,10154.429688,10302.112499489322,9855.16857772739,10729.613756087885
237,2010.07.20,10229.959961,10288.930748511732,9888.738930204483,10714.596324180236
238,2010.07.21,10120.530273,10257.382850299355,9845.271857718632,10691.858884535346
239,2010.07.22,10322.299805,10242.424639531042,9802.670312563418,10684.322822155536
240,2010.07.23,10424.620117,10239.938200546178,9803.76375360535,10681.966817979195
241,2010.07.26,10525.429688,10251.386570245202,9828.625432496412,10687.094991342634
242,2010.07.27,10537.69043,10255.1118799904,9809.783107159752,10683.166828789272
243,2010.07.28,10497.879883,10236.634276826106,9808.456160193491,10640.907688735837
244,2010.07.29,10467.160156,10241.292170296938,9819.98368350137,10659.623718337172
245,2010.07.30,10465.94043,10231.0294938588,9812.78607742427,10686.742479311146
246,2010.08.02,10674.379883,10236.331813474664,9797.308967426918,10696.809747372785
247,2010.08.03,10636.379883,10235.313460190951,9815.855294104274,10685.371012171709
248,2010.08.04,10680.429688,10237.58177555055,9829.952553635841,10698.033742497051
249,2010.08.05,10674.980469,10250.654037794076,9807.898575553023,10676.11327118445
250,2010.08.06,10653.55957,10253.849320911064,9837.736068902619,10698.039709788083
251,2010.08.09,10698.75,10264.824472382032,9839.665268516934,10680.101098614212
252,2010.08.10,10644.25,10430.978860632891,10104.39455040279,10745.376483179094
253,2010.08.11,10378.830078,10435.039104591036,10093.238329338485,10728.079088820841
254,2010.08.12,10319.950195,10407.903151338316,10053.767537523576,10722.138948266911
255,2010.08.13,10303.150391,10378.291101698731,10065.277587036171,10692.63080238786
256,2010.08.16,10302.009766,10353.51562967542,10047.228004843008,10702.939185343885
257,2010.08.17,10405.849609,10338.118120843017,10011.163239682923,10659.611528159596
258,2010.08.18,10415.540039,10307.758155257912,10003.600971887929,10635.453133574827
259,2010.08.19,10271.209961,10319.280305181801,9995.413833872259,10643.655755354332
260,2010.08.20,10213.620117,10314.714477588806,9984.103978984887,10639.448447237251
261,2010.08.23,10174.410156,10288.314768422137,9954.76446864698,10585.381716558588
262,2010.08.24,10040.450195,10291.052507012744,9976.663220373484,10602.696354829599
263,2010.08.25,10060.05957,10250.22386494,9949.902610330317,10575.994205157844
264,2010.08.26,9985.80957,10241.97256899606,9935.691877782114,10586.577267402143
265,2010.08.27,10150.650391,10221.364046088824,9873.252250346974,10531.012545750169
266,2010.08.30,10009.730469,10243.630185279902,9932.13849434988,10565.961010217823
267,2010.08.31,10014.719727,10241.03251389475,9927.995871915762,10573.31214786771
268,2010.09.01,10269.469727,10228.809601865276,9896.311827681302,10530.124936657663
269,2010.09.02,10320.099609,10231.37380512562,9900.556149325783,10533.467123146178
270,2010.09.03,10447.929688,10260.388389785014,9951.542819993429,10566.382324487156
271,2010.09.07,10340.69043,10367.139371573776,10040.872777080856,10666.20456921697
272,2010.09.08,10387.009766,10369.681320676498,10045.36573572562,10696.892365125934
273,2010.09.09,10415.240234,10380.846296204656,10068.308701552513,10679.301118105292
274,2010.09.10,10462.769531,10410.151150415502,10101.277887404909,10747.851204763518
275,2010.09.13,10544.129883,10464.698299059919,10136.217924467875,10778.661553513612
276,2010.09.14,10526.490234,10489.144518040404,10175.21101421277,10834.0709383122
277,2010.09.15,10572.730469,10487.53698570566,10183.228225841074,10801.051617404082
278,2010.09.16,10594.830078,10510.085572824826,10218.688275166187,10846.599347704323
279,2010.09.17,10607.849609,10521.422943598105,10200.300565709189,10842.540647456284
280,2010.09.20,10753.620117,10514.839286194489,10192.71087072831,10806.79953457071
281,2010.09.21,10761.030273,10524.260714662514,10216.091034185558,10841.257265410792
282,2010.09.22,10739.30957,10507.117553435452,10166.419645944448,10843.015800231098
283,2010.09.23,10662.419922,10504.693077508302,10180.329462769974,10827.354659700888
284,2010.09.24,10860.259766,10506.814011117729,10199.346211915743,10826.522860392684
285,2010.09.27,10812.040039,10429.310422812403,10112.402021743515,10745.372842917563
286,2010.09.28,10858.139648,10452.63142653644,10146.919269127597,10776.909860433636
287,2010.09.29,10835.280273,10426.065953566165,10104.658223495448,10720.21459696172
288,2010.09.30,10788.049805,10421.376860599396,10107.620736039436,10744.997090670655
289,2010.10.01,10829.679688,10398.374392102402,10100.006346258862,10736.808867851425
290,2010.10.04,10751.269531,10315.653952869252,9994.11061641904,10640.740641396664
291,2010.10.05,10944.719727,10294.447351265251,9985.03371785302,10612.58581059298
292,2010.10.06,10967.650391,10292.787105745636,9992.087635747195,10581.30824943907
293,2010.10.07,10948.580078,10285.90153048786,10000.831823967446,10589.567857733986
294,2010.10.08,11006.480469,10302.991264422708,9960.437976655401,10621.787961884524
295,2010.10.11,11010.339844,10258.781748073376,9940.968935984583,10573.232729089725
296,2010.10.12,11020.400391,10289.786749065754,9966.879872223864,10608.115602459826
297,2010.10.13,11096.080078,10337.551568420507,10011.125836697787,10636.339176175668
298,2010.10.14,11094.570312,10368.80919980082,10044.56388357828,10684.932392570736
299,2010.10.15,11062.780273,10436.056066737388,10123.526000025964,10745.022690783022
300,2010.10.18,11143.69043,10488.557612499346,10141.668513340179,10797.808910672657
301,2010.10.19,10978.620117,10549.545753782275,10229.448139433349,10864.700446613366
302,2010.10.20,11107.969727,10606.632829675846,10305.667718951596,10934.178656575965
303,2010.10.21,11146.570312,10520.927298048604,10221.840613839848,10865.648818102958
304,2010.10.22,11132.55957,10720.019627466952,10413.330925426571,11046.973568592002
305,2010.10.25,11164.049805,10840.672710668588,10505.059936476004,11154.5663323417
306,2010.10.26,11169.459961,10882.003496445699,10574.548602559416,11197.197542130163
307,2010.10.27,11126.280273,10883.24317074159,10582.359736300836,11206.54533779553
308,2010.10.28,11113.950195,10932.270049231623,10617.504704437582,11210.91503500491
309,2010.10.29,11118.490234,10976.614640088905,10623.507929956631,11259.36479866124
310,2010.11.01,11124.620117,11040.268491034009,10721.645730137225,11352.537747053908
311,2010.11.02,11188.719727,11080.38440350331,10767.578365709633,11402.309480412292
312,2010.11.03,11215.129883,11099.325647591355,10762.548818875735,11415.017088214194
313,2010.11.04,11434.839844,11127.655592011679,10841.177048081096,11440.626521271006
314,2010.11.05,11444.080078,11164.866219976202,10840.260829035651,11487.273851431128
315,2010.11.08,11406.839844,11256.58622219788,10937.937357832065,11545.038233611851
316,2010.11.09,11346.75,11261.598611137473,10917.606691924828,11563.468336110582
317,2010.11.10,11357.040039,11308.17890078943,11004.340087747225,11629.266812555676
318,2010.11.11,11283.099609,11340.071876465376,11028.097868032737,11659.37045698235
319,2010.11.12,11192.580078,11339.70139814594,11035.139295817777,11652.852879706585
320,2010.11.15,11201.969727,11370.977078463697,11069.946245969153,11678.782263909694
321,2010.11.16,11023.5,11368.14066822741,11059.55735957671,11671.297199543711
322,2010.11.17,11007.879883,11338.721392119349,11028.271093169824,11638.43490706112
323,2010.11.18,11181.230469,11336.970894204942,11004.589264599124,11634.928338895821
324,2010.11.19,11203.549805,11292.861896964949,10956.787404765511,11611.739785593309
325,2010.11.22,11178.580078,11346.45514183598,11019.139306047493,11638.541311838868
326,2010.11.23,11036.370117,11350.0427559319,11009.361509536926,11650.328639388052
327,2010.11.24,11187.280273,11328.823156293867,11036.520859642616,11661.478449197793
328,2010.11.26,11091.870117,11374.384544967888,11065.7183458856,11697.10057881327
329,2010.11.29,11052.490234,11432.33912475931,11115.6828680118,11753.441322715329
330,2010.11.30,11006.019531,11418.893277956291,11104.775895322837,11736.673977105293
331,2010.12.01,11255.780273,11390.621883263899,11073.801989141853,11737.716440229022
332,2010.12.02,11362.410156,11409.770095422151,11103.898036836768,11723.787362838248
333,2010.12.03,11382.089844,11460.301927240413,11161.872389930328,11799.581241563803
334,2010.12.06,11362.19043,11509.596925662614,11180.142766362616,11833.479076816817
335,2010.12.07,11359.160156,11512.708796000967,11208.191404385516,11825.53575504389
336,2010.12.08,11372.480469,11510.926658445243,11211.159987218147,11826.414059155602
337,2010.12.09,11370.05957,11514.485965978472,11171.12232911762,11849.204875635254
338,2010.12.10,11410.320312,11528.206290828548,11211.31494366191,11880.89944744048
339,2010.12.13,11428.55957,11568.709142093032,11238.256934450603,11866.919578613379
340,2010.12.14,11476.540039,11581.748581675525,11244.788808596591,11897.984453976082
341,2010.12.15,11457.469727,11593.97968775109,11259.909655756248,11932.385922422576
342,2010.12.16,11499.25,11574.073453614785,11267.994372721265,11871.940792316524
343,2010.12.17,11491.910156,11541.601443249976,11235.747965642558,11866.603559529729
344,2010.12.20,11478.129883,11641.404895849973,11334.849424089793,11957.647700425709
345,2010.12.21,11533.160156,11586.594497340788,11263.906317641226,11902.779240723432
346,2010.12.22,11559.490234,11616.653096324284,11303.62530314688,11928.946146523269
347,2010.12.23,11573.490234,11616.9100470693,11303.680683467537,11929.61455573277
348,2010.12.27,11555.030273,11662.159231009378,11358.424714266179,11968.202592385158
349,2010.12.28,11575.540039,11656.742885225081,11328.26942457733,11955.166186854844
350,2010.12.29,11585.379883,11649.739688304222,11340.905578102185,11994.46434241808
351,2010.12.30,11569.709961,11636.743162879355,11322.610861058558,11962.997908911577
352,2010.12.31,11577.509766,11660.301409595471,11352.986993097671,11966.50263166233
353,2011.01.03,11670.75,11668.17431330383,11353.449835404735,11979.99239265518
354,2011.01.04,11691.179688,11675.006337739387,11368.722468662529,12001.362783137789
355,2011.01.05,11722.889648,11682.04893134103,11369.433667454956,12011.734206447269
356,2011.01.06,11697.30957,11691.08209008069,11389.87742268777,12011.426676282555
